10000000 10000
2787055 9603234 478892
2117990 6265275 108031
3614183 5356425 306377
2757851 5394724 19133
2045762 5862553 320393
397492 7404176 365351
4280380 5399182 496426
1100470 5415643 130805
359645 7036700 464416
2165380 7829773 109118
2025264 7204218 233231
2789451 6357529 94744
191273 9931806 170065
2520291 7111352 59750
2080265 5983966 307590
578211 9493735 169725
1313644 6416038 104265
4272629 6349627 21308
1029011 9648235 124139
2523205 5424271 394382
4325508 9001723 62027
84291 5836994 159321
2282093 7391218 112744
1640341 9981128 146887
4048518 7601634 255495
617335 5424827 126012
733303 6389235 23506
2888096 6437765 252387
4115705 9079692 254046
1770672 6540466 402158
3451747 8147284 291172
59580 5882082 240088
2111162 7548180 160631
4431032 9291472 253351
3199711 9001019 302147
3335381 8247603 59722
290294 9350252 310377
1790042 7952567 490805
4929061 8265918 76118
2009867 6828275 396260
689158 7846367 186637
771545 7880643 367651
334376 8022912 265449
869311 9715343 278922
2267635 6793337 486920
1565699 9032679 107261
1206819 8720606 341894
4379125 6108053 358996
512079 8510412 291226
2225388 9664234 265114
345223 7665102 469336
4111324 7938948 210205
3842037 9636757 153454
1990399 5358853 11388
3079881 6188305 247492
1753713 6735993 198081
1087142 9626308 199046
3724470 5262436 311129
709326 7460103 47629
1162186 7032635 13708
3219528 5049376 91498
2582515 8945470 434085
2552316 7669544 447211
1723703 6364396 215894
2659268 6940369 356470
4830447 7188825 309231
831206 5622810 28688
2245515 7566420 137429
3414211 8275456 443301
2813463 7957286 263120
1312412 6506790 424929
4691009 7019284 170739
2613068 6959329 200581
2291070 5526973 216427
3934997 9790669 148372
2518723 8848876 290502
3430982 7608666 282273
3259316 8815741 304662
1190018 8454656 184787
2010060 6689842 259973
1276878 5411140 15597
4619070 8447116 371583
1170872 9636213 259733
4738165 5048664 53343
4739325 5276950 188122
3868327 7462703 176274
3385985 6516252 424572
1989653 5861600 17328
3136705 8835049 406015
97340 5838670 101152
3125960 9831609 39640
1674250 7051495 32404
4227229 8098719 189543
3532573 7294222 106946
297512 7521556 312606
4909085 8814163 130982
816455 6651238 92293
3599095 7907667 128611
535256 7926355 279821
1613259 5725922 55978
878245 8871201 279705
2705558 5037593 194980
2953468 6170289 56294
132070 8929689 373805
4719916 5367790 142405
2663391 9152502 304066
1856211 8666831 278702
2082850 6994318 89494
1877853 6596490 494905
3069859 8502007 305755
4890113 7543216 476010
4461044 9476763 284061
4324581 5494105 440287
4969879 6719324 55222
4555137 7341259 478175
3800030 6148071 496290
4793113 5545546 197228
3269480 8777658 255944
2910385 8046593 330925
1062158 6967130 16896
2573075 5766304 61900
1407476 9768949 396987
4225346 6838006 317262
722348 6475173 13800
2973173 8398868 220369
4309979 6050591 326194
4488066 8866436 211896
1105083 7019956 279473
4779456 8680799 192672
1753084 9926265 107280
558288 6976722 482452
4587743 8002106 359893
1289561 7515548 281216
4227140 9376139 307583
1319076 7263563 109409
1877190 8789023 181471
3382048 7188817 117319
3961000 7652202 468052
4236096 9167730 210321
743146 7850768 418951
4788021 7368727 376747
3016251 6870351 306553
3687934 7641947 373511
1758714 5765483 134984
4598992 5870168 434475
3832611 6720151 110091
184319 6339581 13618
3183649 7776270 164688
129796 8746302 453631
308334 5635044 303914
3913014 8328491 396498
325159 6854211 418718
4506969 6600180 92203
891913 6540438 375896
3027928 7380393 208813
4050108 8481554 262866
1245131 6056780 96899
363737 6601709 403680
4944488 9355235 45077
2774044 9913451 378758
4613420 9303751 251107
2296298 5968199 231265
2648171 5203330 77890
480532 9923254 82818
3400410 7610875 14039
1825548 9441594 184107
2148525 5742815 90895
4337067 9004481 225044
4614309 6088664 224009
739397 6962966 239534
4415030 6563937 329338
2751845 9577102 115590
2942409 8892428 308852
655273 7952130 349403
328980 7463019 66244
17449 7763135 311537
2692107 8829069 41613
1123406 7563960 394827
1016206 7314614 462538
4469067 7992295 160599
4900346 5881789 211409
2256932 5848807 448452
452715 6929990 152647
3505260 7092726 114838
821773 9919280 225047
4715433 5026092 5346
524645 8124991 110480
2635461 7474632 64800
3376092 9451089 430682
2134594 7711220 182810
2632054 6783583 10098
4543180 8925971 177903
4281413 8797419 471019
3852333 5777658 240450
893316 8842319 307891
1692278 5038196 135741
3701732 5982156 70873
2606747 6358689 165237
3187380 7628123 447179
4217507 7249565 435897
4339191 5202829 448934
1816098 7511094 483291
4471185 8989705 423557
3532255 8385060 170461
722517 9055029 498448
3896728 7372684 189999
1090080 5382093 156447
4561997 6980787 226149
3981329 7347076 176193
4079812 6312956 161088
2790345 7338787 13219
3370087 6715152 222049
3161912 9934227 374683
1200950 9886912 48545
1006956 7316413 279273
2714217 8834000 368275
3263276 7774241 379820
4439999 9782963 66405
3120262 8346468 387250
3605077 9773477 395676
3863011 9267697 287378
2949186 9346288 421066
1368262 5791843 13227
917143 6238153 180152
1708616 5519127 4850
3422577 9472461 428223
1115833 5944806 327139
1234960 9458062 462482
3993780 7961179 322275
3825116 8347387 59369
839382 8722858 69169
1454905 8239308 457850
898386 9555325 319514
1318636 8573124 332936
521774 7973717 397646
1230054 5404975 494074
494806 9313119 390107
2413749 5195689 403679
879612 5472622 391572
2699891 8969250 1199
1217888 5753032 316899
4894321 5076894 49017
2450381 9866095 367321
546563 8515491 148124
1349177 6830541 461468
4153234 5044715 199310
655061 9815294 164275
4450283 8047213 30722
4388529 7148627 485926
4375927 5040104 388878
1389782 8870723 130385
2630774 5899140 499348
4917852 9329719 47078
1965447 6201949 8221
3011189 6187099 254394
4416650 7860777 450254
753841 8369175 229334
1488994 9987709 188165
2305827 8594739 433038
4297200 9462434 302381
3035334 6924339 304689
665468 8907590 27571
1896493 6392120 471038
3138873 6705005 91009
938098 7006387 280033
4965389 5939006 326688
1499177 8583922 235569
293893 8311241 46023
2245767 9657109 474352
4749804 6724757 440152
2692998 5905528 405950
2401829 8760425 250332
4929650 6778278 330415
1370754 5463322 40575
1638518 7128775 277032
1941673 9117118 91155
469754 6669942 398670
3777953 9205540 237463
1697602 7383860 135394
1977405 7829672 231470
2501210 5728529 242017
2294972 7634247 79623
2987891 8728136 323943
1484340 7841601 278066
4947460 5676208 29523
714874 9599223 196639
2746656 9177843 353245
2852272 7674126 274237
1346556 6348535 84274
1177644 8613509 115007
1256929 8372513 474767
3019616 5911691 56730
3071829 5032735 19678
2960998 9942140 287006
2030423 7076593 139661
4523568 5571866 319581
24402 6666685 489944
746226 9070368 240271
2790942 5411915 288586
3278087 8605968 5554
2634660 9561315 457547
4668008 9677067 31973
165272 5874329 491993
3409842 7650980 331863
2307844 6379434 406082
4705057 6669229 416384
1487584 8810710 37740
556454 6735676 147153
3823926 9086682 439150
1474129 9923366 161640
3773904 5241035 57201
2595179 6434654 17764
1929762 5718696 239929
155964 7504266 397215
936887 5906272 269746
2008925 5604537 131108
2031126 7435239 289556
4663369 6662329 363484
2823586 5328599 264624
4246293 8782165 18480
3818660 6371330 314786
4930428 7106977 287226
1595789 5962780 461412
411373 6658341 474981
572893 8622062 386184
4752519 8658074 168983
4231471 8218240 74523
575209 7787120 469240
4116016 8290917 295833
2254216 6593829 136737
707496 8269517 97941
4870841 6146015 355685
4362346 9184533 51242
746197 6732489 486036
1799056 9820219 60994
1573539 8044398 292845
3646547 9846944 72151
2903419 5792402 350311
4968870 8124937 63584
461894 9676218 68068
4546537 6424389 148311
3716942 8158127 471021
2383001 5458607 378460
3835714 9627819 319215
4873796 9283493 29099
643298 9649775 168831
3551294 8198583 35852
2895996 8762822 123476
3359695 8527528 144775
3368928 7836961 268671
1420887 7878195 202062
3602309 5825242 357587
4081639 5622981 129890
41340 5349262 218368
4040722 5849352 198786
797262 8911995 397850
1951402 6440456 349034
4438877 7011818 427088
986836 9661795 444783
932811 9415775 299814
4203321 7527682 498904
3740362 9129762 428195
3757605 7788398 111846
1975379 5540974 277908
1719545 6351719 34431
2167306 8345167 289608
248013 7306420 16036
4864293 5399689 174872
3333653 5388297 308443
1816903 6909440 21219
4069772 8098402 388532
1251603 9582967 91471
3561925 9512742 78530
2431227 5935153 17178
547725 5832064 51243
1342955 8076220 462461
4616146 6111090 217977
1197555 6402549 191908
799737 9647122 166299
4552583 7390032 41545
3582656 7742598 272361
1622250 6328373 44282
261620 9301651 257484
2025849 9054387 433055
4820301 9558895 364472
3191305 8490015 272353
1753453 8430614 76748
882206 6192486 409001
798047 9385245 66076
4494975 5712099 145881
4967382 6542658 124112
390918 9292477 367409
2235267 8083246 321618
3119690 9429279 242380
3899964 8349296 139195
3270150 6440728 464894
829592 7289951 40020
1281674 8400035 123391
194872 9703979 289604
4895267 6375800 147602
1571026 7023510 213584
4367301 8175447 448471
1187146 8362380 266205
894371 6177526 5573
485411 7749207 121052
4921091 8363841 84496
4586319 8650744 395959
1248057 6659734 495529
3632828 7243786 30575
4899407 9778348 270983
1415185 7635776 136265
1235604 8614979 66339
4653114 8072109 19475
225552 9818858 309385
1511876 9973788 82551
2356429 8321308 241129
984548 6462499 255711
295562 9004418 78337
2545305 5096715 408567
2013940 7857203 290853
1992985 6255841 128904
4419837 8372398 328611
1099315 8930259 461688
325886 5379614 121773
1096656 6804025 226911
4957089 7469763 137952
3329279 6921049 387301
4039765 8161134 65349
1848255 7573645 389438
1264516 5587516 191950
4420712 8861348 213805
2629636 6242117 312156
907301 9288218 20227
3686089 5836761 287451
499568 8317755 390349
236613 5933388 357735
4060844 6686630 485574
3142470 9259177 492950
3276450 8951713 296686
2996273 6775178 380101
2811375 5404623 297679
2705152 7079792 5090
2084651 5095666 490288
349132 7681368 472118
2239074 8933561 301800
2365518 9112234 16352
3414481 5151908 329873
1276723 9570361 193249
920215 9856156 251578
2552016 9820662 352575
1029187 5474532 17936
3861931 7385487 169963
2573476 5984433 188059
2589715 8862102 217356
4027543 9437266 394578
833935 5074415 106678
4341163 8672063 12268
697932 6418971 479289
3407323 6116323 232366
3104349 6832158 468997
549947 9846862 154249
2597429 6772070 293778
2800459 5893978 105260
1656165 6831965 411986
1311258 6871919 195617
2699984 6820369 124203
400233 8468332 407632
2703447 9989351 179440
2552876 6364782 271469
3565758 6820469 105384
3960818 5071670 154270
4387185 9837572 168267
3105782 5269149 56613
3348803 7259149 386416
3683380 9416676 387518
1746378 7748797 235585
4496516 6287238 441365
2063393 5473345 29017
476549 5588839 133031
4142214 5326263 455268
1984753 7388149 14486
4137303 7323077 15673
652758 7052123 272704
4557663 9619684 6134
137933 7663080 467073
1985341 7621864 342606
254318 6737596 40106
262612 9797852 17129
1699873 5651164 85030
976518 8769329 254707
4864572 7297611 458051
2730232 9337811 305625
585686 8259966 370274
1765209 9880876 4328
4758092 5846794 435180
2587362 5310700 239279
3436285 8453298 109911
440213 7541580 413476
1270817 5696281 493554
754356 9431602 191292
1795120 8558795 144349
754664 6625649 143458
4667307 8217907 99217
827411 7847151 437560
488990 8577553 350941
4977171 9590352 450798
1908375 8522833 141821
2587818 7230045 333021
919596 6076336 297798
4582597 5241402 347506
1648525 6886626 399748
829283 7511809 443788
3400511 6548170 466080
3664474 5391421 416585
3057855 7774701 97270
2619628 6411231 218819
2556255 9927011 87941
3308215 8446576 153927
801060 8369548 389133
3697129 9161808 16256
4074174 5045165 257432
2018059 5662611 27723
2602957 6405837 348559
4541572 5247416 384381
1103967 5224440 335221
1890924 6003740 483051
3484310 9256431 198649
3881622 9065884 387601
4748185 6326528 157711
2584405 7448148 82914
4921605 7763583 300318
4023673 9289433 106408
4172035 8216603 299904
927552 6469352 142241
3178105 6873557 141558
603443 8556343 76136
3251315 5918405 408707
4177197 5471748 329591
1105921 6937719 419898
1606857 6532387 122504
1526503 7527314 66630
3258422 7638178 83430
4925909 8508561 176468
2802534 9863684 411126
2373965 9759543 170626
3263317 6723434 430700
3136617 8917974 260412
619118 9468589 117581
1529638 8428990 446996
486140 9201274 134098
1991142 8340414 88038
1682348 7573048 233208
3380686 6435213 81709
1470360 6575245 457853
3756410 6630885 36512
1122844 8836859 256398
520543 5143449 17805
2455594 5634176 230359
3777751 9948678 146271
4269342 6020508 119251
3229628 6138420 291447
705291 8460343 336737
2955521 6089114 96674
43520 8090824 88976
1735986 5822200 41829
3586178 8328423 402911
4897928 9166103 113334
937454 6333449 90615
2116480 5416727 55235
2758284 8653174 451112
2067741 9141008 159745
4711809 5763261 216894
3134016 6391561 318177
3574128 7428229 144913
1121865 7188206 20739
2464234 8736875 241374
855271 7809497 439210
2045637 5469846 131773
3231809 9562450 222560
1910402 6763320 133168
603951 9688724 399353
22410 7924369 154924
840734 8241679 126081
2660599 9466751 200204
3440988 6003287 261427
2537832 8007977 476164
496304 9247631 396480
2348380 7556103 306087
2858852 8794557 196279
1713487 5571492 167144
4604410 8205386 5547
3139285 6234966 252688
82928 5641770 470041
1320883 6041857 80604
4889088 6001061 374248
3611174 8974443 404142
2103175 9459262 281046
117162 8680314 201754
1008452 6940982 168831
3437088 9686865 236897
2374931 6871970 282185
835244 7792688 156733
21272 9415834 229278
993072 9167894 357978
3586499 7001008 411268
610799 8722031 275151
585238 8673463 345246
1109452 8555875 26432
4392536 5522826 216674
4821221 9825551 468857
648307 6345116 45932
4167106 8654382 221833
4254596 7935234 346593
2832347 5085826 332879
3537913 8361915 144170
3063398 7140370 486938
3468661 7147305 119220
2610616 7536181 161182
3709147 8842951 307772
4984544 8037640 145637
435577 9720895 404670
741079 7513110 278682
247915 5133879 335687
4979865 6481143 328197
172994 8690366 339555
1004298 8617596 95024
99183 7585118 351517
1026312 6230702 124960
3452048 5480459 165375
362740 5785388 373357
258329 7733037 77436
328229 9518714 173633
1318390 7702210 51169
19082 9888576 401138
1850206 6503631 50588
66609 5563994 232344
589949 7043044 262010
1194543 6114795 268093
1573094 8965736 106128
1450727 5687191 320440
4404397 5675496 107608
133361 5933216 115196
1759722 7263026 93036
884876 5250425 152019
1653875 6167652 198423
4727277 8749017 61017
1111587 7212157 247118
1053591 9602589 208733
2372197 8318942 26302
196035 7028028 73316
1321062 9093769 430176
4404485 6002154 194787
3953322 8725436 346799
2796094 7078944 466634
3661653 7340426 355810
4231620 8719722 195503
3723325 5733836 378175
1360459 6302198 428057
2108473 6426240 9676
456321 8562749 47010
4947736 6360761 114157
1131548 7838475 355764
1006708 8606585 378009
2467288 9104432 455029
4946422 9501779 155512
653665 8459250 318178
796570 9520876 415304
2208160 5508405 141237
3533177 5887745 356593
1999211 7033606 86709
3986918 6312380 126469
3813849 6893236 125122
4834738 7537166 234134
3741286 9292118 289410
1909842 5852367 157230
4755643 5843143 480651
1477128 9914645 270280
4483962 8567394 8004
574216 8499921 306488
3084900 6571658 264753
687928 9767507 35548
3861509 8641546 436821
4912766 7870673 299895
2189989 6221465 292733
1520195 5406415 232469
1663039 7107791 481779
1058918 5355262 86437
4260018 8837019 395976
3399343 9456049 305883
2546099 7844602 438450
4147595 5273222 271427
4851373 7743812 290895
3654508 9607396 401548
2874910 8247841 273356
2098559 5278868 185635
3201878 9703648 497239
301278 6208881 349272
4062126 7696528 67113
393080 9010350 151118
2470937 9395411 373772
4848643 8314275 151826
4732001 8903884 256501
2410499 5276015 264074
2033979 8691173 233401
2291123 6268120 249098
3774976 7479420 409207
1739567 6881628 73578
2062275 6895436 276908
2728627 7505855 94174
2488618 5456942 287060
4130164 5414100 30152
972489 7999025 492345
2408419 8345529 430746
2342381 9247563 95789
3121499 6536559 264157
1378690 7560720 494736
312215 8244957 357879
1614704 5712016 74088
4812625 8317214 255807
4513977 8515853 242881
4462408 7474817 205692
4399701 8943608 203183
237103 8450028 356743
1380016 9416195 308853
1402859 8824647 123284
4038140 8948975 362694
530366 5565541 125465
478775 8514917 329467
3050170 9018062 241035
1301417 5282821 56900
4025360 8077530 446871
4934177 7737914 376774
4240550 7801483 405386
2360650 5416312 446054
1557119 6116298 310315
1391256 7205819 98075
4363363 6664702 451353
409375 9557796 293799
1731406 5610083 332791
716121 8165011 26767
4640216 9168265 67031
2391610 5431442 413683
2105825 7162607 61507
1550402 8960698 264565
630442 9533539 256799
3945710 7195619 277314
466019 9739602 492938
3567439 9486071 372222
4039276 9636338 319202
1209677 8854879 80073
3996795 5404280 157577
674795 7735930 216034
2143405 5475263 401636
4032402 9361382 146420
3043187 7373972 225837
1265771 9854107 276803
3755494 5256779 104574
3995238 9339323 343479
611054 8059403 435136
3946782 7784185 469721
2062598 7247942 195126
4875014 9486256 217452
4315789 8861816 109465
328905 8794809 302641
3721252 5655912 110182
1991690 9340602 270303
1279013 7634577 359205
1425655 6074402 268663
1565577 7754784 315695
4323209 6070298 358732
2244455 6657327 454813
190196 8569563 183995
4536800 9323441 362400
4947424 6177836 383409
357205 9174835 279214
1598114 6734281 309944
2260227 8619557 182992
4613466 7062744 424615
1472484 5093837 219367
4557421 7583951 447257
4629355 8101281 23932
4210034 8010715 387476
1495996 9475615 83627
1584096 7015787 374140
4554364 8205984 362247
3081469 8096954 445540
2915024 8896391 459387
3197474 6835186 192001
3866802 7785603 220693
65835 5644874 351454
3253668 9491393 428614
3385859 9424816 365796
3261428 5305293 187083
2861108 9533479 269146
1292385 9000691 300184
4583416 6398056 112462
3243452 8169204 342222
609176 8119031 103223
1124255 7808715 123909
1003950 5391915 472691
4276200 7403355 175229
3316935 7178082 208786
2175415 5798604 289593
1727618 6906592 307517
3083112 7759460 491541
3831272 8147225 106555
667147 6492911 330757
184918 5787352 117486
2465612 9882859 48008
679486 7352903 397993
1259740 9680748 299376
1215432 6649747 419627
1713586 9893142 40482
2057517 8274849 256629
2804046 8416991 318752
654532 8810972 451901
1020497 7725583 485632
3190370 8054349 491564
1962947 9014672 134667
4863425 9570372 359769
2071725 8916251 124246
3270041 8032378 182245
1264665 7795796 489927
611729 7525191 44040
2549023 6965709 111526
1691072 7073989 378298
3896650 7365720 263762
3377626 9838209 57065
1963528 7079644 493695
3340609 7676683 380412
417064 9646405 119303
895593 9410451 390491
3337242 5059483 476192
2214310 6691352 198406
2307002 5325637 164518
4136814 5444447 5440
2311180 9361614 134353
2191070 6572019 199611
3394239 8101676 23814
2015434 8904612 278403
2299872 8525921 75075
191589 7479436 266963
1748485 5868154 103009
2339916 5523776 472674
4119386 8489596 424686
4938504 8586891 438520
4578925 6216837 146821
4353858 5941064 193103
3594632 8068218 448812
2714253 8572926 377175
41030 6842108 206171
290165 9959822 341945
2028337 9195777 153470
450490 9342566 39930
205835 5575311 165278
3290613 9319160 477425
204387 5417395 267713
4865973 9482215 213081
3248963 9259955 310690
2035739 9194112 151535
4405221 5383243 185525
542545 5549715 240024
1606204 5820618 398630
3088085 5056340 481563
3892989 5909515 422132
1879601 5043482 453940
4925804 6322087 92479
3413667 5467347 94352
327143 9243546 456562
4016205 5107736 331390
2226413 5910008 380523
4790569 8155753 322115
3570267 5074611 125438
4650779 5701634 162226
4336220 9069124 66263
520101 8061072 164105
4093378 5164095 151293
4552336 5111734 159401
201941 7591708 483541
3691655 6670573 126175
469181 9807628 56358
1342987 7645095 435986
821206 5206104 414534
4848680 5653132 274988
4349722 7353566 399975
3148891 6681515 275847
4169973 6729982 325672
236314 7140288 467178
1146204 8899116 305498
1790047 8798313 191171
2300423 7603728 28612
4131751 7051105 181803
713454 6760430 362508
304724 9485289 311417
79448 8563174 220607
4186590 6165227 253278
1204204 5819161 68371
842805 9716930 138183
2590153 7890878 256898
725583 9284536 170041
3014486 8366836 25267
762819 9716451 209937
4928786 6850077 489360
296159 6916963 162457
1092826 5142028 254165
4951020 8052550 61842
2992413 9981143 77517
343295 9548098 223917
19844 7508748 420939
4501008 6524863 323604
3091907 6134193 158797
4903615 7146373 354425
659021 5454705 390507
1583975 6820645 169545
2303087 8712877 101512
4267975 9957496 434271
34309 9059297 183822
4671943 6513571 282810
3130836 6882222 370688
982317 9427995 476288
3194855 7445346 488237
3574091 7240230 290691
1648468 6631674 235380
4703018 6148065 378249
591296 6115952 294912
4842389 5845995 383785
4894839 8791590 191405
3525743 8398996 411730
3411395 7525616 10556
4528188 6059692 411628
2142669 6715478 41323
2957149 7314571 151591
821428 7998409 277263
4264842 6468335 190398
1474730 6869098 43603
2895706 6458958 395922
3591543 5879578 424578
97893 6934452 260350
2006276 7694524 414590
4306630 9824527 360985
3435069 7428431 420915
212501 7133121 438021
3868979 9561550 482825
2813589 5358670 70089
3991443 9397716 455510
879278 9826899 451078
893772 5275210 264029
1692158 7760784 417181
2436494 5066036 30575
1801036 6899563 221117
3321763 6274346 19011
3501530 9592836 247903
4656991 9382339 227061
2492099 8061563 156838
3003364 9686206 284783
4101136 7054844 334613
4956215 5202750 244717
1577122 6658676 147574
4039766 7916692 237805
4670069 5939211 479937
283294 7050492 196520
631764 7790070 103310
2872820 6023995 254228
1519609 9117384 393511
2348511 9590981 216547
4999663 9584859 360147
3236592 8137128 62925
1718083 8523238 308218
1983824 7857096 296099
2546064 5934439 173986
1507597 9830146 196264
2495206 9433717 345945
4177481 7119027 396019
1681708 9448856 189385
2659040 8519489 174533
713333 9713218 1306
79594 8512547 352387
680618 6326415 67928
2570539 5106682 383458
1359354 5688080 186866
1421265 7970883 88389
2338484 7844128 301854
1803039 9043966 156461
3750092 8835577 342899
4941791 8865977 415758
3538645 8176900 222743
1204021 7005865 261103
3803717 9262188 306492
3861230 9391747 87374
458693 6696672 12107
2796144 6367167 38875
3946715 8895116 347255
3947098 8813737 299541
4585737 5571834 78362
4826042 7436280 78266
1172879 9534185 385700
3216561 6050387 82828
1672253 8432768 441082
4494240 8049253 350653
2831112 5112038 118397
1408448 6113858 170708
3897404 6693244 230731
221940 8481011 237255
2448331 9798384 70041
2677059 6869732 418470
548767 7279392 112394
313158 5101142 361084
3018124 9192478 419386
21232 9701129 300751
1191401 6939570 73417
97159 8375176 75729
2676965 5789491 185738
3575465 5909819 226958
2101324 6566301 16455
1574275 9841079 287129
744367 9341749 109512
4467077 5785010 406197
4475981 6002140 11555
3851969 7675524 59058
3092406 7236655 238793
1971842 6780332 49153
3557195 9108364 446931
4378689 9860272 256114
46670 5037202 188034
3054865 6001059 198559
3851749 5081492 298811
3746522 9632090 67546
2274890 6324204 184971
4120390 5844192 298276
3539458 9857851 87425
35959 6509228 52381
2593749 6586636 414950
541667 6671348 209040
2087090 6863375 292677
3515252 8281245 434005
2726754 6621179 494726
217032 6013007 238983
158522 5491894 57813
2208600 5554090 489124
3356960 8758867 450144
3263411 5658325 386741
3371996 9059174 224986
2643010 5516680 49579
3624950 8776913 152114
2288328 6314853 317055
3297471 5423558 195658
2019232 5992964 60111
4077172 8875913 113451
4091609 8480581 178100
1062305 5132629 141828
4022431 7639987 44620
4953410 9992904 324206
1224741 5449056 412542
948307 8883036 97541
4873142 6656719 109240
2081820 8007692 62496
2181398 9470720 186645
3211363 6064734 411825
2418606 7918415 363607
262094 8689127 293690
3529880 9401640 183559
1822314 8017043 142575
2556554 7482954 461428
4593811 7525698 221236
2053388 7527123 110239
316668 6081467 492970
2664459 6037583 347860
4761427 6511819 302130
600481 5885972 326570
2940725 9702358 253421
2825875 6131661 51756
961280 7830577 90870
3197515 5467409 331325
4839589 7057018 45796
1449970 5171874 5115
4585940 9853524 5962
2609749 8825893 81402
4453536 5300357 101395
521221 6012810 184954
4180977 6640259 402895
2530010 6866138 301018
3814317 5295418 179132
2690434 9369646 358838
2844958 5564454 318959
96665 9089033 88846
2549009 5170481 212217
1860250 9666126 276904
2013922 8796419 199588
628846 6072663 187974
1313790 7530414 355899
2717118 6320981 264483
1797576 6257060 12491
3222437 6662484 362491
2414630 8923803 82182
4078794 8169280 35444
784311 6432477 391281
2464242 7758970 122064
859422 7636057 199218
4831303 8039154 258352
3689587 5194420 113600
1775555 6394951 200891
2135609 5858553 277640
2618067 8297055 344335
3868284 9467618 453518
3268030 7868224 357034
2082027 7008465 345726
362852 9687195 106302
4810441 9694206 376555
4659535 6640268 87210
1497949 7367602 471064
3789810 7829894 38330
3188522 7147202 307149
1341536 8181233 299049
4819036 8050174 92740
676411 6048607 222528
3325888 9820910 251009
3447413 5066998 2500
1533665 5965086 473433
57001 8231915 347880
797347 8506513 297144
4894615 9017757 393763
1548485 6335448 483924
3334614 5551432 30585
2790231 7220462 42516
3350710 5215492 456489
2679371 6952391 455384
4579896 6416218 467359
294067 7505155 175222
941396 5016160 496784
3229650 8642733 108873
4357344 9877145 223938
2130455 5409325 489005
3355619 5269725 231961
4457822 7293675 388364
4794788 6690365 362712
4381648 6346096 499173
2486136 7555549 325834
190217 5847448 496517
1488038 5861903 193122
400210 7404700 48082
852641 5592916 433682
493561 9047893 150963
1960534 8730267 351800
183891 5780543 367704
3022022 7832718 144618
3177165 8987448 479477
4844387 5686580 37316
4729773 6205792 428995
2189093 5036909 218592
4400463 8258144 274766
1666050 6866373 90520
653699 8724408 99804
3709393 6662041 172881
2994505 5271768 138179
2079685 7408165 192055
2176146 5223216 402195
3022069 7507740 401271
3774275 9214656 1055
1898998 9689218 131875
4058432 6982109 19133
3600706 7005356 3794
3591777 9236073 42815
256992 7370964 153274
483716 9086901 29195
1090131 6754800 68127
4914071 5031637 430610
2731523 7253428 278422
836905 5674326 423268
1069542 9948649 456827
85244 6413269 499617
4504475 9894225 51401
383609 5807674 469526
716667 6080436 133244
2308099 5841991 362357
4087764 7389514 109882
2442303 8824515 15247
2513236 6424564 406549
155537 7371060 310494
3530645 6794975 363559
721069 9073255 57361
2033680 7783764 336491
3025584 9359754 20408
4265773 8277834 144032
4496805 7569089 10924
3286573 8490163 148193
1951082 5628355 243217
581350 8520435 239749
3637275 5897596 456621
688480 8660257 94789
4726136 8338011 417710
4533421 7449737 231717
531744 9159268 63003
3409243 9239375 367325
1012065 5764527 419059
3325284 7399795 450587
553474 7880083 442570
786148 5810316 91674
3925864 6035840 714
4779852 5686510 21710
2368727 8686973 354864
178900 8575025 106175
3041318 9082186 195972
4469018 9952953 471180
4096289 9509408 71645
363452 5416486 379381
4361151 7551562 363331
43357 7394035 287659
133780 6923732 184624
352343 8055623 235223
3797048 7356243 299905
3209872 7253646 135813
942332 6699379 363371
3902004 6750823 371421
1027693 5436948 287121
4847435 9038244 327543
652098 7090221 189040
3576493 6842813 492272
2389928 8022513 244747
3850569 5305711 274653
3546965 5995059 191597
562244 9905316 415217
3712981 6791236 1646
2725344 8411540 24653
3129287 9467929 361575
219206 7860206 179481
3032632 5431431 456478
4162701 8162101 63891
4997220 5254186 140329
1866009 8233002 344683
4507721 7406263 41300
1958547 6444338 436550
2266199 8401159 196324
522449 6596239 141795
2187553 8473785 172582
3273285 5502007 421952
3207841 9674721 373105
824990 6547611 305751
385434 8157417 53003
572738 9928263 473661
4883087 8740326 432299
526164 6380205 73901
3689684 9413033 130577
1691052 8444537 180580
2868001 9787805 469644
1016369 6927187 302513
1084987 6637061 238837
2370175 9034775 89766
3832667 6634261 190252
2174533 5529913 131695
4756383 7240511 68104
1461190 8457946 101740
1476403 7742463 446683
2096306 5487864 428420
2177144 6277485 59489
3871793 7643852 488054
3171424 6592612 53250
4764635 5339072 485014
4105790 6360647 328621
848074 7272834 435654
3925764 9627576 342147
3423138 5831531 465420
3225258 6182278 210456
1740815 6678077 121411
1630718 6785493 124691
3490898 8185576 200320
596116 7477678 145887
1362145 8188517 488770
2478999 6232333 136601
1461028 9097545 396537
3250737 8347252 313532
907682 9886506 179752
2101710 9584927 457677
4724389 6111218 398877
301295 8683843 200533
1556069 9900480 225843
4805706 8447762 373686
4464637 7158375 211690
598327 5791777 471946
1809350 5283261 130463
4563300 9373031 127433
2059027 5922681 417069
1758023 6348087 84768
4690147 5080792 453708
3948182 6452464 299394
1883605 8913492 84915
2509874 5127927 446135
4732394 6487497 221797
4072908 7106630 46953
4500700 6012400 482340
1383422 5273438 144333
4980121 7588992 301445
4448782 8692064 450508
1490548 5830810 230072
3187425 9227937 327540
3796044 9553868 157531
2440911 8187783 480796
4451650 7072358 430057
